159	572708.966667	4142867.09
160	572712.893333	4142867.2725
161	572716.82	4142867.455
162	572720.746667	4142867.6375
163	572724.673333	4142867.82
164	572728.6	4142868.0025
165	572732.526667	4142868.185
166	572736.453333	4142868.3675
167	572740.38	4142868.55
168	572751.087059	4142866.07765
169	572761.794118	4142863.60529
170	572772.501176	4142861.13294
171	572783.208235	4142858.66059
172	572793.915294	4142856.18824
173	572804.622353	4142853.71588
174	572815.329412	4142851.24353
175	572826.036471	4142848.77118
176	572836.743529	4142846.29882
177	572847.450588	4142843.82647
178	572858.157647	4142841.35412
179	572868.864706	4142838.88176
180	572879.571765	4142836.40941
181	572890.278824	4142833.93706
182	572900.985882	4142831.46471
183	572911.692941	4142828.99235
184	572922.4	4142826.52
185	572928.99	4142824.69526
186	572935.58	4142822.87053
187	572942.17	4142821.04579
188	572948.76	4142819.22105
189	572955.35	4142817.39632
190	572961.94	4142815.57158
191	572968.53	4142813.74684
192	572975.12	4142811.92211
193	572981.71	4142810.09737
194	572988.3	4142808.27263
195	572994.89	4142806.44789
196	573001.48	4142804.62316
197	573008.07	4142802.79842
198	573014.66	4142800.97368
199	573021.25	4142799.14895
200	573027.84	4142797.32421
201	573034.43	4142795.49947
202	573041.02	4142793.67474
203	573047.61	4142791.85
204	573047.61	4142791.85
205	573047.61	4142791.85
206	573047.61	4142791.85
207	573047.61	4142791.85
208	573047.61	4142791.85
209	573047.61	4142791.85
210	573055.393125	4142790.31937
211	573063.17625	4142788.78875
212	573070.959375	4142787.25813
213	573078.7425	4142785.7275
214	573086.525625	4142784.19687
215	573094.30875	4142782.66625
216	573102.091875	4142781.13563
217	573109.875	4142779.605
218	573117.658125	4142778.07437
219	573125.44125	4142776.54375
220	573133.224375	4142775.01313
221	573141.0075	4142773.4825
222	573148.790625	4142771.95187
223	573156.57375	4142770.42125
224	573164.356875	4142768.89062
225	573172.14	4142767.36
226	573172.14	4142767.36
227	573172.14	4142767.36
228	573172.14	4142767.36
229	573178.545	4142765.58
230	573184.95	4142763.8
231	573191.355	4142762.02
232	573197.76	4142760.24
233	573204.165	4142758.46
234	573210.57	4142756.68
235	573216.975	4142754.9
236	573223.38	4142753.12
237	573229.785	4142751.34
238	573236.19	4142749.56
239	573242.595	4142747.78
240	573249.0	4142746.0
241	573250.8	4142750.8
242	573252.6	4142755.6
243	573254.4	4142760.4
244	573256.2	4142765.2
245	573258.0	4142770.0
246	573255.715625	4142761.8275
247	573253.43125	4142753.655
248	573251.146875	4142745.4825
249	573248.8625	4142737.31
250	573246.578125	4142729.1375
251	573244.29375	4142720.965
252	573242.009375	4142712.7925
253	573239.725	4142704.62
254	573237.440625	4142696.4475
255	573235.15625	4142688.275
256	573232.871875	4142680.1025
257	573230.5875	4142671.93
258	573228.303125	4142663.7575
259	573226.01875	4142655.585
260	573223.734375	4142647.4125
261	573221.45	4142639.24
262	573219.4475	4142629.7225
263	573217.445	4142620.205
264	573215.4425	4142610.6875
265	573213.44	4142601.17
266	573211.4375	4142591.6525
267	573209.435	4142582.135
268	573207.4325	4142572.6175
269	573205.43	4142563.1
270	573199.124	4142559.294
271	573192.818	4142555.488
272	573186.512	4142551.682
273	573180.206	4142547.876
274	573173.9	4142544.07
275	573171.75	4142536.89167
276	573169.6	4142529.71333
277	573167.45	4142522.535
278	573165.3	4142515.35667
279	573163.15	4142508.17833
280	573161.0	4142501.0
281	573170.0	4142490.0
282	573179.0	4142479.0
283	573188.0	4142468.0
284	573188.0	4142468.0
285	573188.0	4142468.0
286	573188.0	4142468.0
287	573188.0	4142468.0
288	573188.0	4142468.0
289	573180.917143	4142470.11571
290	573173.834286	4142472.23143
291	573166.751429	4142474.34714
292	573159.668571	4142476.46286
293	573152.585714	4142478.57857
294	573145.502857	4142480.69429
295	573138.42	4142482.81
296	573131.337143	4142484.92571
297	573124.254286	4142487.04143
298	573117.171429	4142489.15714
299	573110.088571	4142491.27286
300	573103.005714	4142493.38857
301	573095.922857	4142495.50429
302	573088.84	4142497.62
